sentence,transcript,wer,levenshtein,ser
the unusual strategy worked and the yellow jackets upset notre dame,the unusual strategy worked and the yellow jackets upset notre dame,0.0,0,0
it is named for the portuguese explorer vasco da gama,it is named for the portuguese explorer,0.3,14,1
the skeleton comes magically to life and becomes terrybubble a live dinosaur skeleton,does hilton cosmetically to life and becomes a terrible a live dinosaur skeleton,0.46153846153846156,18,1
back to our original plan i think,back to our original plan,0.2857142857142857,8,1
trockel is notable for her work as a conceptual artist,chuckles edibles for her walking the conceptual artist,0.6,19,1
larue refused to testify against nixon or any other watergate figure,library refused to testify against nixon or any other watergate figure,0.09090909090909091,5,1
the local council looks after municipal needs,the local council,0.5714285714285714,28,1
the mother sat in the courtroom,the mattress set in the courtroom,0.3333333333333333,6,1
the young girl introduces herself as laureline and offers to act as his guide,bianca introduces himself as lord lean and office to access his died,0.7142857142857143,32,1
counsell was born in south bend indiana,council was born in south bend indiana,0.14285714285714285,3,1
i wanted the doll but the auction became too expensive,what is the doll that the auction became too expensive,0.3,10,1
almost every asset class is managed both internally and externally,almost every asset class is managed both internally and externally,0.0,0,0
legs hairy with spurs absent on tibia,lex harry whispers absent on tibia,0.5714285714285714,7,1
early on it was a major opponent of a perceived americanizing of the church,ileana was meja apartment of a perceived americanizing of the chips,0.5,23,1
the first baron also represented tamworth in parliament as a conservative,the dressbarn most represented,0.8181818181818182,50,1
the corrections divisions has its offices in gibson hall,the corrections divisions has its offices in gibson hole,0.1111111111111111,2,1
cable was born in new milford connecticut where his father was a farmer,halo this morning new milford connecticut when his father was a farmer,0.38461538461538464,11,1
he was expelled from the latter for gross studied and sustained insolence,he was expelled from the last half of gross studied and sustained insolence,0.25,7,1
the men were terrified at his sorcery,the men with terrified at is sorcery,0.2857142857142857,4,1
a unique feature of this pistol model is the unloading device,a unique feature of this pistol model is the underlying device,0.09090909090909091,5,1
i saw a ford focus for sale,i saw a ford focus for sale,0.0,0,0
in china he passed the civilservice examination,in china he passed the civil service examination,0.2857142857142857,1,1
some examples of the music played for the dancers have survived,some examples of the music place for the dancers have survived,0.09090909090909091,2,1
i looked in the mirror,i looked in the mirror,0.0,0,0
during winters gauchos wore heavy wool ponchos to protect against cold,during winter heavy wool cold,0.6363636363636364,41,1
several prostaglandin e synthases have been identified,several prostaglandin e2 synthesis have been identified,0.2857142857142857,3,1
i wonder whats eating that old money grubbing buzzard anyway,i wonder whats eating that old moneygrubbing buzzard anyway,0.2,1,1
mongolians traditionally were afraid of misfortunes and believe in good and bad omens,mongolians traditionally were afraid of misfortunes and believes in good and bad omens,0.07692307692307693,1,1
at the northwestern periphery of the town the drift consists of recently blown sand,at the northwestern periphery of the town of the drift consists of recently loans,0.21428571428571427,9,1
he was buried at oak hill cemetery in his hometown of jasper alabama,is buried at oak hill cemetery in his hometown of jasper alabama,0.15384615384615385,5,1
he enjoyed sailing owning two boats at salcombe in devon,enjoyed sailing owning two boats at cellcom in devon,0.2,8,1
cox continued fraziers policies and made few administrative changes,talks continued fraziers policies and made a few administrative changes,0.2222222222222222,7,1
for example colombia chile argentina and venezuela,for example colombia chile argentina and venezuela,0.0,0,0
it is predicted to increase in a stable growth rate in the coming years,it is predicted to increase in a stable growth rate in the coming years,0.0,0,0
oh behave,oh behave,0.0,0,0
it was so good of her and so encouraging to me,it was so good of her and so encouraging to me,0.0,0,0
a total of six games were released in jcart format,i told roll of six games were released in jay card format,0.5,11,1
at the time many units served as both ambulances and funeral vehicles called combinations,at the time many unit served as both ambulances and funeral vehicles combinations,0.14285714285714285,8,1
he also invented many other related inventions,he also invented many holes are related inventions,0.2857142857142857,7,1
we didnt steal it,we didnt steal it,0.0,0,0
it was also the last album released by james william guercios caribou records,results of the last album released by james william garcias caribou records,0.3076923076923077,13,1
the album was recorded at randys in kingston jamaica,the album was recorded brandys in kingston jamaica,0.2222222222222222,3,1
it simulates an opensided safari ride through the savanna of east africa,its really fair open started the fire ride truth to savannah of east africa,0.8333333333333334,28,1
both families had only ocular features,those families had only orkila features,0.3333333333333333,8,1
the increase in incarceration led to prison overcrowding,the increase in incarceration led to prison overcrowding,0.0,0,0
i think they perceived that nothing was to be done at the moment,i think they perceive that nothing was to be done at the moment,0.07692307692307693,1,1
they are nicknamed constitution or the constitutes,their nickname constitution or the constitutes,0.42857142857142855,5,1
despite these divergences in opinions people can agree on some common views,despite these divergences and opinions,0.6666666666666666,40,1
whats in it for me,whats in it for me,0.0,0,0
the southern part of the county drains into the canadian river,the southern part of the county drains into the canadian river,0.0,0,0
the gate attendant simply scans the code displayed on the phone,the gate attendant simply scans the code displayed on the phone,0.0,0,0
the jewel box cluster is one of the youngest known open clusters,the jewel box cluster in one of the youngest known open clusters,0.08333333333333333,1,1
the rena song was dedicated to john petruccis wife rena sands petrucci,the renaissance was dedicated to john petrucci his wife renaissance petrucci,0.5,12,1
mark abshire soon joined as the bands original bassist,mark abshire soon joined as the bands original bassist,0.0,0,0
he was the centers first paid staff member,he was the centers first paid staff member,0.0,0,0
the urge to write short stories is rare,lyrics to read short stories is rare,0.375,12,1
when are we leaving for the party,when are we leaving for the party,0.0,0,0
this battle between companies is defended on both sides,this battle between companies is defended on both sides,0.0,0,0
pecock was probably born in wales and was educated at oriel college oxford,petcock was probably born in wales and educated at oriel college oxford,0.15384615384615385,5,1
there he begins to discover things for himself and to rebel against his father,very sleepy joe best things for himself and tinkerbell against his father,0.5,25,1
pet sitters monitor a number of different animals,pet sitters monitor number of different animals,0.125,2,1
im going to guide you across the desert the alchemist said,im going to guide you across the desert the alchemist said,0.0,0,0
in this case an agency adds a service fee to the net price,in this case an agency adds a service fee to the net price,0.0,0,0
the formoso high school mascot was formoso falcons,the formoso high school mascot was formoso falcons,0.0,0,0
nabus cult spread to ancient egypt,nephews called spread to ancient egypt,0.3333333333333333,9,1
the design of the present flag incorporates the elements from the two former flags,the design of the present flag incorporated the elements from the two former flame,0.14285714285714285,3,1
the baraboo river flows through the city,baraboo river flows through the city,0.14285714285714285,4,1
generally the institute opposes tax increases such as hawaiis general excise tax,generally opposes tax increases hawaii general excise tax,0.4166666666666667,23,1
smoke poured out of every crack,smoke poured out of every crack,0.0,0,0
lets go hiking across france,i cant cross friends,1.0,17,1
most acetic acid is prepared by this method,most acetic acid is prepared by this method,0.0,0,0
more public commissions followed including the statue of james larkin on dublins oconnell street,moore public commission solid including the statue of james larkin on dublins oconnell street,0.21428571428571427,7,1
a comet came within miles of the earth it almost obliterated the moon,economic came within miles of the earth its almost a booth they raided the moon,0.5384615384615384,19,1
burley is a residential area,burley is a residential area,0.0,0,0
investigations performed by the police could find no explanation for the phenomenon,investigations performed by the police could find no explanation for the phenomenon,0.0,0,0
darling could you grab me some throat candy down at the local chemist,darling could you grab me some throat candy down at the local chemist,0.0,0,0
why doesnt he do it why isnt he doing it,why doesnt he do it why isnt he doing it,0.0,0,0
acute uric acid nephropathy is associated with little or no urine output,acute uric acid nephropathy is associated with little or no urine output,0.0,0,0
i learnt so much from them and made some great friends,alarm sandwich from them and made some great friends,0.36363636363636365,10,1
actions of the president must be approved by the commission,actions of the president must be approved by the commission,0.0,0,0
bodhi means awakening or enlightenment,38 means awakening enlightenment,0.4,8,1
for passing the general bridge you had to pay,,1.0,45,1
did you really think it through,do you really think it through,0.16666666666666666,2,1
beach parking is subject to sauvie island wildlife area parking permits,beach parking is subject to sauvie island wildlife area parking permits,0.0,0,0
is that a translation or merely a transliteration,is that a translation or merely a transliteration,0.0,0,0
the c framework qt is pronounced like cute,c plus plus framework qt is pronounced like cute,0.375,10,1
godzilla smashes a tower that has a selfdestruct button that makes the island unstable,godzilla smashes the tower that has a selfdestruct button that makes the island unstable,0.07142857142857142,3,1
it is no use crying over spilt milk,its no use crying over spilled milk,0.375,5,1
neron offers as he has to many supervillains before to augment shades power,newer numbers as he has too many supervisors before to augment raid power,0.38461538461538464,18,1
the second of nine children both of his parents were practicing catholics,the second of nine children both of his parents were practicing catholic,0.08333333333333333,1,1
liturgically the church accepts the creeds of the evangelical lutheran church,latasha play the church accepts the queens of the evangelical lutheran church,0.2727272727272727,11,1
it initially consisted of the county of northumberland excluding the township of monaghan south,it initially consisted of the country are no funds billion excluding the song shape of when i can sell,0.7857142857142857,33,1
this lamp is quite nice,this lamp is quite nice,0.0,0,0
more recently each of these groups tends to be treated as a separate subclass,more recently each of these groups tends to be treated as a separate subclass,0.0,0,0
a brown leather bag hung from its strap,brown lizard bag and front strap,0.625,15,1
artist vik muniz used skywriting for his cloud cloud project,artistic moon is huge guy dressing for his cloud cloud project,0.6,17,1
they were on the right track,they were on the right track,0.0,0,0
one particularly rigorous aspect of studio classes is the critique or review,one particularly rigorous aspects of studio classes is to critique or review,0.16666666666666666,3,1
i arose obediently and went down the beach,i arose obediently and went down the beach,0.0,0,0
this was later adapted by the army,this was later adopted by the army,0.14285714285714285,1,1
he was later expelled by the sarawak government due to failure to repay debt,it was later expelled by the sarawak government due to failure to repay debt,0.07142857142857142,2,1
in quantum mechanics the fubinistudy metric is also known as the bures metric,quantum mechanics the puppini study metric is also known as the brewers metric,0.3076923076923077,11,1
there is no wheelchair access to the platform,there is no wheelchair access to the platform,0.0,0,0
i have no time to waste,i have no time to waste,0.0,0,0
these were sold through christian bookstores and related outlets,this was some christian book stores and related outlets,0.6666666666666666,16,1
get katherine at the bulletin on the phone,get catherine at the bulletin on the phone,0.125,1,1
injuryprone in college this continued as he sat out his rookie season,injuryprone in college discontinued as he sat out his rookie season,0.16666666666666666,3,1
did she solve the riddle all by herself,did you solve the riddle all by herself,0.125,3,1
the format would soon evolve to rhythmic oldies under program director rick thomas,the forum at woodson evolved to reach nicole bass on the program director rick thomas,0.6923076923076923,23,1
policemen are investigating in this case,policemen are investigating in this case,0.0,0,0
the battle resulted in immense casualties one of whom was ras marye,the battle resulted in indents casualties was rest mary,0.5,19,1
in the palatine anthology it is said that they established lyric song,in the palestine ansaligy i just said that they established lyrics song,0.4166666666666667,11,1
among these movements was zionism as promoted by theodore herzl,among these movements which scientist has promoted by theodor herzl,0.4,11,1
a deputy representative,cappuccino representatives,1.0,10,1
the general topography of the province is characterized by uplifted plantation surfaces,the general topography of the province is characterized by uplifted plantation services,0.08333333333333333,3,1
this is also a pragmatic view adopted by a number of scholars,is ultra pragmatically you allowed to buy a number of scholars,0.5833333333333334,25,1
as well as at least four unnamed family plots,as well as at least or a named family plots,0.3333333333333333,4,1
most broadcasts are only a few minutes to a few hours at a time,best podcasts at only a few minutes to a few hours at a time,0.21428571428571427,7,1
no roads were ever built and no earthworks or materials were ever bought,the roads were ever built and no us luxor materials whatever bought,0.38461538461538464,18,1
i dare say it will replied his friend dryly,,1.0,43,1
in continental europe letters proved equally popular,in continental europe letters proved equally popular,0.0,0,0
a soundtrack was released by universal music group,what soundtrack was released by universal music group,0.125,3,1
hes a fanatic,hes a fanatic,0.0,0,0
that would be funny if he did,that would be funny if he did,0.0,0,0
whered you get it,whered you get it,0.0,0,0
fans of johnny mathis can thank mr livingston for all the time among others,fans of johnny mathis can thank mister livingston for all the time among others,0.07142857142857142,4,1
i lost them last thursday,i lost the last thursday,0.2,1,1
the city inherits a very rich culture,the city inherits a very rich culture,0.0,0,0
dances are often accompanied by the contrabass or the guitar,dances are often accompanied by the contrabass or the guitar,0.0,0,0
the integer arithmetic instructions use the integer operate instruction formats,the integer arithmetic instructions use the integer operate instruction formats,0.0,0,0
sliced cabanossi is also a popular pizza topping,sliced caponata is also a popular pizza topping,0.125,6,1
she lives the same life still,to live the same lifestyle,0.6666666666666666,7,1
precipitation is well distributed throughout the year,precipitation is well distributed throughout the year,0.0,0,0
many of his outdoor nudes were painted there,many of these outdoor nudes but painted,0.375,13,1
thats why i want you to continue toward your goal,thats why i wanted to continue towards your goal,0.3,5,1
three armed tribesmen approached and asked what the boy and the alchemist were doing there,three armed tribesmen approached and asked what the boy on the alchemist with doing the,0.2,7,1
so how will we name all these hurricanes,they halloween a movies harkins,1.0,23,1
in the country of the blind the oneeyed man is king,in the country of the blind the oneeyed man is king,0.0,0,0
elsewhere the track was elevated  frequently over long distances  on timber pilings,elsewhere at the track was elevated frequently over long distances on timber pilings,0.08333333333333333,5,1
he carried two dead hawks over his shoulder,hikari to does hulk serve his shoulder,0.75,16,1
the progressive format did not last at that station,the progressive did not last at that station,0.1111111111111111,7,1
the district is centered on huntington beach,the district has centered on huntington beach,0.14285714285714285,2,1
the economy of asakura is primarily based on agriculture,the economy of a sakura is primarily based on agriculture,0.2222222222222222,1,1
what is it dear,what does it do,0.5,6,1
did he recede from his position,has he received from his position,0.3333333333333333,6,1
a line that is decreasing has a negative rise,i like this is decreasing has a negative rise,0.3333333333333333,4,1
the character is usually depicted as an enemy of the xmen,the character is usually depicted as an enemy of the xmen,0.0,0,0
im sorry its impossible,im sorry its impossible,0.0,0,0
there aint any more,there aint any more,0.0,0,0
gran canaria has roads encircling the whole island and extending into the mountain areas,gran canaria has rose and sarah cleaning the whole island and extending into the mountain areas,0.2857142857142857,14,1
the imperial army imposed strict censorship,the imperial army impose strict censorship,0.16666666666666666,1,1
its all about dates,its all about day,0.25,3,1
my stupor can scarcely have lasted beyond a few seconds,my stupor can scarcely have lasted beyond a few seconds,0.0,0,0
the chair lift took them up the mountain,the chairlift pick them up the mountain,0.375,4,1
gordon no longer mentions bootlaces and the two engines soon talk about trucks,gordon no longer mentions boot laces and the two engines soon talk about trucks,0.15384615384615385,1,1
they say its a fake,they say its fake,0.2,2,1
agriculture is the main economic activity,culture is the main economic activity,0.16666666666666666,4,1
where did you find that apple,where did you find that apple,0.0,0,0
you will bring these persons before me this afternoon,you will bring these persons before me this afternoon,0.0,0,0
im literally a flying pony,im literally flying pony,0.2,2,1
a symphony,a symphony,0.0,0,0
the northern boundary of the parish is marked by the river went,northern boundary of the paris is marked by the river one,0.25,8,1
these were suitable for engaging fast torpedo boats,these are suitable for engaging fast torpedo boats,0.125,2,1
the capital of the present date nation state of akyem bosome is akyem swedru,the capital of the presentday nation stage of a combat zone is a campus where drew,0.7142857142857143,25,1
what would you say about that,what would you say about that,0.0,0,0
the thaw came early and freed the stream,this all came early and freed the stream,0.25,6,1
other writers included w h boulton melva purkis and harry whittaker among many others,other riders included wh bolton malva perkes and terri whitaker among many others,0.5714285714285714,11,1
part of this was also attributed to a downturn in the telecommunications sector,parts of this was also attributed to a downturn in the telecommunications sector,0.07692307692307693,1,1
its editorinchief is mohamed a f noor,its editorinchief is muhammad af north,0.5714285714285714,7,1
foxes are uncommon where im from,boxes are uncommon where im from,0.16666666666666666,1,1
it was there that she met her fellow student henry moore,it was there that you met her fellow student henry moore,0.09090909090909091,3,1
and the alchemist understood that the boys heart had returned to the soul of the world,the alchemist understood that the boys heart that return to the soul of the world,0.1875,8,1
dont you think thats being rather immodest the lawyer replied,dont you think thats being roller in modest the lawyer replied,0.3,5,1
he developed several improvements in railroad signalling system that increased railway safety,he developed several improvements in railroad signal and systems that increase railway safety,0.3333333333333333,5,1
some of the restaurants continued to be privately owned by aoki,some of the restaurants continue to be privately owned by a yoki,0.2727272727272727,3,1
although oil has been discovered near fannett the towns population has remained small,ill do a oil has been discovered near falmouth the towns population has remained small,0.3076923076923077,12,1
aldosterone is largely responsible for the longterm regulation of blood pressure,aldosterone is largely responsible for the longterm regulation of blood pressure,0.0,0,0
it was not clear who had the right of way since the traffic lights were off,it was not clear who had the right of way since the traffic lights were off,0.0,0,0
so are you planning to order a taxi,so are you planning to order a taxi,0.0,0,0
pete bodenheimer and slava zatchuny also contributed to set development,peace bodenheimer and flavors at shawnee also contribute to that development,0.6,17,1
there are many spoons,there are many spoons,0.0,0,0
ruse was named after james ruse known as australias first farmer,ruth was named after james ruth known as australias first farmer,0.18181818181818182,4,1
woman in white sweater holding a drink talking to man in jacket,woman in white sweater holding a drink talkin to man in jacket,0.08333333333333333,1,1
im feeling a little tipsy,im feeling a little tipsy,0.0,0,0
then there was the campaign,then there was the campaign,0.0,0,0
the process of encrypting the hash value of a message is called digital signature,the process of encrypting the hash value of a message is called digital signature,0.0,0,0
sulzberger was married three times,salzburger was married 3 times,0.4,7,1
tranquillity is the first duty of citizens,tranquility is the first duty of citizens,0.14285714285714285,1,1
peter finally surrenders when an american missile is pointed at him,peter finally surrenders when an american missiles pointed at him,0.18181818181818182,2,1
under construction is simply translated to super fun playground,under construction is simply translated to super fun playground,0.0,0,0
other topten hits include pineapple princess lets get together and more,alter top 10 hits include pineapple princess lets get together and more,0.2727272727272727,6,1
the philadelphia eagles signed him out of grand valley state university,the philadelphia eagles signed him out of grand valley state university,0.0,0,0
college in bangalore india,college in bangalore india,0.0,0,0
however his filament had low resistance thus needing heavy copper wires to supply it,however his filaments has low resistance just needing heavy copper wires to suppliers,0.35714285714285715,9,1
the czech educator comenius based his work janua linguarum reserata on this text,the check educator comedian has based his work john you are inquiring for sarasota on this text,0.6923076923076923,28,1
all species of sifakas are threatened ranging from vulnerable to critically endangered,all species of sifakas are threatened ranging from vulnerable to critically endangered,0.0,0,0
these products appeal to the masses and encourage conformity to the consumers,these products appeal to the masses and encourage conformity to the consumers,0.0,0,0
being a peninsula the sea has long been vital to gibraltars transport links,being a peninsula has long been vital to gibraltar hes transporting,0.38461538461538464,15,1
the city also hosts a number of national and international ice speedway events,the city also hosts a number of national and international ice speedway events,0.0,0,0
the founding members were alexander avoniel cliftonville distillery knock moyola park and oldpark,the founding members were alexander avenue clifton bill distillery knock park adult park,0.46153846153846156,18,1
whats it all about,whats it all about,0.0,0,0
why are we doing this again,why we didnt lose again,0.5,11,1
japanese culture is incredibly addictive their buildings look amazing,japanese culture is incredibly addictive big buildings look amazing,0.1111111111111111,4,1
thereby the matter has been deprived of practical significance or rendered purely academic,beer by the matter has been deprived of practical significance or ended purely academic,0.23076923076923078,6,1
mrs gardner said she thought he put several women together to create the character,because god knows she thought he put superwoman to get us to create the character,0.5,26,1
the cake will be ready in seventeen minutes,the cake will be ready in 17 minutes,0.125,9,1
contributions gratefully received,contributions gratefully received,0.0,0,0
im a detective not an economist ,im going to take the snow from the communists,1.3333333333333333,27,1
lucas also served as the associate artistic director,lucas also served as the associate artistic director,0.0,0,0
what do you associate with iceland,what do you associate with iceland,0.0,0,0
phil will you take a stance on this matter,so will you take a stance on this matter,0.1111111111111111,4,1
thats comparing apples and oranges,thats comparing apples and oranges,0.0,0,0
what do you want here today the desert asked him,what do you want he is gay but this is the last time,0.9,24,1
the marsh will freeze when cold enough,the marshall freeze when cold enough,0.2857142857142857,3,1
however his feelings towards the record were largely negative leaving him depressed,how about his feelings towards the record with largely negative leaving him depressed,0.25,9,1
at the first glance it was really not very exciting,,1.0,51,1
it allowed users to create public chat rooms send private messages and use emoticons,it allows users to create public chat rooms send private messages and use emoticons,0.07142857142857142,2,1
fuji district was dissolved as a result of this merger,fuji district was dissolved as a result of the smoocher,0.2,7,1
now his intuition was that he had been right in coming,now his intuition was the t it be nice and coming,0.5454545454545454,15,1
shes absolutely cool about it,shes absolutely cool about it,0.0,0,0
try to make eye contact with a stranger on the bus and hold it for five seconds without speaking,try to make all contact with the stranger on the bus and hold it the five seconds without speaking,0.15789473684210525,9,1
bouchard served as opposition leader while godbout remained leader of the liberal party,richard served as a physician leader while cardboard remain leader of the liberal party,0.38461538461538464,17,1
if you dont have the suit lay down any other card,if you dont have to lay down any other kind,0.2727272727272727,10,1
please make sure your recordings are not cut off,please make sure all your recordings are not cut off,0.1111111111111111,4,1
what else can i do,what else can i do,0.0,0,0
is anything the matter,is anything the matter,0.0,0,0
daqiqi was murdered by his favorite slave,a quick weave was murdered by his favorite slave,0.42857142857142855,11,1
but theres a tribal war the boy reiterated,buffet of the tribal for the boys,0.75,23,1
khemri was originally called nehekhara of which khemri was a major city,gymboree,1.0,66,1
other groups include the christchurch archery club and new brighton long boarders club,how the crips introduced to crestridge,0.9230769230769231,66,1
not to know how to sign ones name,note to know how to sign ones name,0.125,1,1
in the late carboniferous tropical rainforests lay over the equator of euramerica,tropical rainforest,0.9166666666666666,62,1
how do you know it,how do you know it,0.0,0,0
a wise man doesnt need advice and a fool wont take it,a wise man doesnt need advice and a full white tigers,0.3333333333333333,10,1
hey stop staring at my decollete,hey stop staring at my dakota today,0.3333333333333333,9,1
agriculture was a very important achievement in human history,agriculture was a very important achievement in human history,0.0,0,0
the genus includes the important group of culinary herbs marjoram and oregano,the genus includes the important group of culinary herbs marjoram and oregano,0.0,0,0
the future has never been so bright than today,future has neither being so bright then today,0.4444444444444444,10,1
you must understand that love never keeps a man from pursuing his destiny,you must understand that love never keeps a man from suing his destiny,0.07692307692307693,3,1
do you notice the flickering of the neon lights,do you know whos the flickering of the neon lights,0.2222222222222222,7,1
as the flag unfurled they all hollered like wild beasts,as the flag unfurled they all heart like wild beasts,0.1,6,1
and what is that,what is that,0.25,4,1
global warming has occurred rapidly over the course of the past halfcentury,global warming has occurred rapidly over the course of the past halfcentury,0.0,0,0
there is a thin line between love and hate,theres a thin line between love and hate,0.2222222222222222,2,1
hunger is good mustard  the best sauce,anger is good mustard the beast source,0.42857142857142855,6,1
as they watched the waves crashing into each other alice thought of home,as they watched the waves crashing into each other alice thought of home,0.0,0,0
amy was the daughter of the vicar of saint stephens church spring street hull,amy wants to go water of the figure of saint stephens church spring street hoe,0.42857142857142855,16,1
a pod is what peas always grow in,what is what hes always growing,0.625,9,1
this coat is furlined,this coat is fully lined,0.5,4,1
how old are you,how old are you,0.0,0,0
mono has released nine studio albums,montana has released nine studio albums,0.16666666666666666,4,1
grime rust and residual particles polluted the air,growing unrest and residual particles polluted the air,0.25,7,1
anton a santa fe railroad executive,amazon a santa fe railroad executive,0.16666666666666666,3,1
do you understand what it means,do you understand what it means,0.0,0,0
i retrieved the crop with a pallet jack,i retrieved the crop with a pallet jack,0.0,0,0
traditional corps drum majors are effective showmen who command the corps in all venues,traditional cause drum majors are effective showman who came on the cause and no venues,0.5,19,1
the word aurinko means the sun in finnish,spanish,1.0,36,1
silence gives consent,silence gives consent,0.0,0,0
i thought wed already agreed that we couldnt risk that information falling into his hands,i thought would already great that we couldnt risk that information pulling into his hat,0.26666666666666666,11,1
i think that is all,i think that is all,0.0,0,0
the sun awning was printed with the respective country flags,the sunday morning was printed with the respective country flags,0.2,6,1
yesterday i asked my doctor for a new prescription,yesterday i ask my doctor for a new prescription,0.1111111111111111,2,1
however it was an international success,however it was an international success,0.0,0,0
what is it boss,what is a bus,0.5,4,1
can i have one of those,can i have one of those,0.0,0,0
you dont like him,you dont like him,0.0,0,0
the papers of william miller are preserved in the archives at aurora university,the purpose of a client miller,0.8461538461538461,60,1
a cloud of dust stung his tender eyes,cloud of dust stan his tinder eyes,0.375,5,1
one would receive a sharp wound from it but there is no pain,one would receive a shop win from it but there is no pain,0.15384615384615385,5,1
oh man i think i got friendzoned once again,the man i think i got friendzoned once again,0.1111111111111111,2,1
warming centers typically open during particularly cold or rainy nights,morgan state is typically open during particularly cold or rainy nights,0.3,10,1
the new law prohibits smoking in public transportation systems,the noodle prohibit smoking in public transportation systems,0.3333333333333333,6,1
the bill will need to be reintroduced in order to be considered again,the bill was made to be reintroduced in order to be considered a game,0.3076923076923077,10,1
the bright lanterns were gay on the dark lawn,the bright lanterns with gay on the dark lord,0.2222222222222222,6,1
see the player scoot to third base,see the player face,0.5714285714285714,17,1
mutes little instruments on the bridge of the violin deadening the sound,meets metal instruments on the bridge of the violin didnt name the sound,0.3333333333333333,15,1
after graduation he returned home to arizona where he began his law practice,after graduation he returned home to arizona where he began his school practice,0.07692307692307693,6,1
well we shall see,well we shall see,0.0,0,0
in frustration and anger the son lashes out knocking his father to the ground,devos place and anger the song ashes falling to the ground,0.5714285714285714,35,1
evins was a powerful figure in congress,a basketball,0.8571428571428571,34,1
soon a dye was added to the liquid,did i die what happened to the sixth grade,0.875,22,1
rothmans has been involved in a number of lawsuits in canada,rossmans has been involved in a number of lawsuits in canada,0.09090909090909091,2,1
we can describe the objects movement with a differential equation of second order,protective glass the artist movement,0.8461538461538461,64,1
lately he has adopted a more casual dress code,lately,0.8888888888888888,40,1
some famous supermarket chains are located outside newarthill,somethings supermarket chains are located outside you are till,0.625,13,1
why does this tyrannosaurus rex feel sticky,why dustin the tyrannosaurus rex feel sticky,0.2857142857142857,7,1
in such a way temporary failures have less impact on the communication quality,the fosters a temporary fellows have,0.7692307692307693,58,1
dont say those things,dont say those things,0.0,0,0
then he bent once more over the woman,send over the woman,0.625,20,1
wandana primary school is on cowra avenue,montana primary school is on tyler avenue,0.2857142857142857,8,1
a hufflepuff prefect he shows a notable streak of modesty and fairness,hufflepuff prefect he shows a notable streak of modest in fairness,0.25,5,1
the track the supermarket strikes back is a riposte to barcode bypass from loss,thats fact thats about that starts bag your fault by pass from law,0.9285714285714286,48,1
the original community of the institute is headquartered in monroe michigan,provisional committee of the institute headquartered in monroe michigan,0.36363636363636365,15,1
shuttlesworth stuck with the riders and called kennedy,i got swag i called kennedy,0.75,32,1
he decided to concentrate on more practical matters,he decided to concentrate on more practical matters,0.0,0,0
energy levels due to impurities deeper in the bandgap are called deep levels,energy levels due to and puritas deeper and the band gap are cold deep levels,0.46153846153846156,12,1
her magical specialty is blowing things up,magical speciality is blowing things up,0.2857142857142857,5,1
on a few occasions the bside became the more popular song,on a big vacation v have a kid tube of popular song,0.7272727272727273,25,1
youd better take it easy,you better take it easy,0.2,1,1
he was born at dunedin,intelligent,1.0,20,1
i was about to mount the stairs,i was about to the match the stairs,0.2857142857142857,8,1
he later reported a few months later charles sullivan got himself killed,elizabeth porter i feed my betta,1.0,57,1
betterton beach is located at the foot of main street,suck it at the foot of my space,0.6,29,1
the state of virginia banned swimming along the coast,the state of virginia,0.5555555555555556,32,1
it is located in the northwestern part of taguig city,you just lucky it is and all that stuff all the time spring city,1.1,40,1
but having lived with it for a while it sounds much better,banana split,1.0,50,1
the district has three staffed offices in hammond south bend and fort wayne,the district offices in hammond has been in for queen,0.6153846153846154,33,1
he was a member of the board of the german marshall fund,he was a member of the board of the german marshall fund,0.0,0,0
your head does not ache,the heck thats not a,0.8,13,1
after jimmy realises the harm bush has caused he calls off the fight,i thought she may have cost of the fight,0.8461538461538461,42,1
its the strap hangers thatll keep us from going under,its the straphangers festival keep us from going under,0.3,7,1
no my lady ive seen him,no milady answer him,0.6666666666666666,8,1
tangier is not like the rest of africa,tanger is not like the rest of africa,0.125,1,1
temperature and vegetation of these habitats are likely to be altered by climate change,temperature at penn station of the seven sacks allowed it to be occupied with shane,0.8571428571428571,41,1
the patrol consisted almost entirely of lifeguard duty and mine destruction,the project houses did almost entirely of that guys you not destruction,0.6363636363636364,30,1
the door closed,its all clouds,1.0,10,1
if i gave it up now my wife would leave me,if i do something on my wife would leave me,0.36363636363636365,13,1
the saga indicates that the norwegians were divided into two groups,the second indicates that the norwegians were divided into two groups,0.09090909090909091,5,1
after lucy phil collen went on to the band tush,iwcc,1.0,45,1
despite the popularity aucas has never won an ecuadorian championship,best buy return policy,1.0,54,1
but im going to egypt the boy said,but im going to egypt the buy side,0.25,3,1
theft of food and money has become much more common,types of food i want to have westfall comments,0.8,31,1
it was designed by teis longtime collaborator designing team tycoon graphics for graphickers,it was the same thing ties long time collaborator designing team titan graphics for traffickers,0.6153846153846154,22,1
it has numerous thorns long,it has numerous storms long,0.2,3,1
their abrupt disappearance marks the boundary between the lower and the middle cambrian,monster factory,1.0,78,1
crookston now lies just within glasgows presentday boundary with ralston renfrewshire,justin flom life pictures,1.0,68,1
eventually banks grew suspicious in london and saward decided to try his luck elsewhere,black sea bass three physicians in london at starbucks,0.9285714285714286,56,1
the larger issue of denominational school funding remains extremely controversial in the province,the larger issue of denominational school funding remains extremely controversial in the problem,0.07692307692307693,5,1
